Nest Box,Radial Zone,NLCD Year,Developed m2,Development P,Development %,Natural m2,Natural P,Natural %,Agriculture m2,Agriculture P,Agriculture %,Other m2,Other P,Other %,Total m2,Study Year,Occupancy,Success
1,250,2001,0,0,0,179100,0.917050691,91.71,0,0,0,16200,0.082949309,8.29,195300,2002,0,.
2,250,2001,0,0,0,65700,0.333333333,33.33,9000,0.0456621,4.57,122400,0.621004566,62.1,197100,2002,0,.
3,250,2001,0,0,0,138600,0.706422018,70.64,10800,0.055045872,5.5,46800,0.23853211,23.85,196200,2002,0,.
4,250,2001,0,0,0,85500,0.431818182,43.18,75600,0.381818182,38.18,36900,0.186363636,18.64,198000,2002,0,.
4.1,250,2001,0,0,0,161100,0.813636364,81.36,0,0,0,36900,0.186363636,18.64,198000,2002,.,.
5,250,2001,0,0,0,117000,0.599078341,59.91,0,0,0,78300,0.400921659,40.09,195300,2002,0,.
6,250,2001,0,0,0,122400,0.626728111,62.67,44100,0.225806452,22.58,28800,0.147465438,14.75,195300,2002,0,.
7,250,2001,0,0,0,175500,0.894495413,89.45,1800,0.009174312,0.92,18900,0.096330275,9.63,196200,2002,0,.
8,250,2001,0,0,0,82800,0.420091324,42.01,27000,0.136986301,13.7,87300,0.442922374,44.29,197100,2002,0,.
9,250,2001,0,0,0,171000,0.863636364,86.36,0,0,0,27000,0.136363636,13.64,198000,2002,0,.
9.1,250,2001,0,0,0,153000,0.776255708,77.63,25200,0.127853881,12.79,18900,0.095890411,9.59,197100,2002,.,.
9.2,250,2001,0,0,0,114300,0.585253456,58.53,20700,0.105990783,10.6,60300,0.30875576,30.88,195300,2002,.,.
10,250,2001,0,0,0,145800,0.743119266,74.31,0,0,0,50400,0.256880734,25.69,196200,2002,0,.
10.1,250,2001,0,0,0,58500,0.294117647,29.41,15300,0.076923077,7.69,125100,0.628959276,62.9,198900,2002,.,.
11,250,2001,0,0,0,78300,0.397260274,39.73,0,0,0,118800,0.602739726,60.27,197100,2002,0,.
12,250,2001,0,0,0,61200,0.309090909,30.91,11700,0.059090909,5.91,125100,0.631818182,63.18,198000,2002,0,.
12.1,250,2001,0,0,0,58500,0.295454545,29.55,8100,0.040909091,4.09,131400,0.663636364,66.36,198000,2002,.,.
13,250,2001,0,0,0,70200,0.356164384,35.62,0,0,0,126900,0.643835616,64.38,197100,2002,0,.
14,250,2001,2700,0.014084507,1.41,170100,0.887323944,88.73,7200,0.037558685,3.76,11700,0.061032864,6.1,191700,2002,0,.
14.1,250,2001,2700,0.01754386,1.75,88200,0.573099415,57.31,3600,0.023391813,2.34,59400,0.385964912,38.6,153900,2002,.,.
15,250,2001,0,0,0,158400,0.8,80,31500,0.159090909,15.91,8100,0.040909091,4.09,198000,2002,-1,.
16,250,2001,0,0,0,54900,0.278538813,27.85,108900,0.552511416,55.25,33300,0.168949772,16.89,197100,2002,0,.
17,250,2001,0,0,0,52200,0.263636364,26.36,136800,0.690909091,69.09,9000,0.045454545,4.55,198000,2002,0,.
18,250,2001,0,0,0,126000,0.642201835,64.22,0,0,0,70200,0.357798165,35.78,196200,2002,0,.
19,250,2001,0,0,0,39600,0.200913242,20.09,0,0,0,157500,0.799086758,79.91,197100,2002,0,.
19.1,250,2001,0,0,0,71100,0.359090909,35.91,900,0.004545455,0.45,126000,0.636363636,63.64,198000,2002,.,.
20,250,2001,0,0,0,194400,0.981818182,98.18,0,0,0,3600,0.018181818,1.82,198000,2002,0,.
21,250,2001,0,0,0,130500,0.662100457,66.21,38700,0.196347032,19.63,27900,0.141552511,14.16,197100,2002,0,.
22,250,2001,0,0,0,114300,0.574660633,57.47,62100,0.312217195,31.22,22500,0.113122172,11.31,198900,2002,0,.
22.1,250,2001,0,0,0,91800,0.465753425,46.58,64800,0.328767123,32.88,40500,0.205479452,20.55,197100,2002,.,.
23,250,2001,0,0,0,127800,0.651376147,65.14,0,0,0,68400,0.348623853,34.86,196200,2002,0,.
24,250,2001,0,0,0,146700,0.740909091,74.09,2700,0.013636364,1.36,48600,0.245454545,24.55,198000,2002,1,0
25,250,2001,0,0,0,131400,0.675925926,67.59,61200,0.314814815,31.48,1800,0.009259259,0.93,194400,2002,0,.
26,250,2001,0,0,0,124200,0.627272727,62.73,36900,0.186363636,18.64,36900,0.186363636,18.64,198000,2002,0,.
27,250,2001,0,0,0,97200,0.495412844,49.54,74700,0.380733945,38.07,24300,0.123853211,12.39,196200,2002,0,.
28,250,2001,0,0,0,126000,0.639269406,63.93,31500,0.159817352,15.98,39600,0.200913242,20.09,197100,2002,0,.
29,250,2001,0,0,0,102600,0.518181818,51.82,60300,0.304545455,30.45,35100,0.177272727,17.73,198000,2002,-1,.
30,250,2001,900,0.00456621,0.46,80100,0.406392694,40.64,23400,0.118721461,11.87,92700,0.470319635,47.03,197100,2002,-1,.
30.1,250,2001,0,0,0,138600,0.7,70,55800,0.281818182,28.18,3600,0.018181818,1.82,198000,2002,.,.
31,250,2001,0,0,0,10800,0.054545455,5.45,116100,0.586363636,58.64,71100,0.359090909,35.91,198000,2002,0,.
31.1,250,2001,0,0,0,32400,0.162895928,16.29,90900,0.457013575,45.7,75600,0.380090498,38.01,198900,2002,.,.
32,250,2001,0,0,0,147600,0.748858447,74.89,17100,0.086757991,8.68,32400,0.164383562,16.44,197100,2002,0,.
33,250,2001,0,0,0,141300,0.713636364,71.36,0,0,0,56700,0.286363636,28.64,198000,2002,0,.
34,250,2001,0,0,0,106200,0.533936652,53.39,70200,0.352941176,35.29,22500,0.113122172,11.31,198900,2002,0,.
34.1,250,2001,0,0,0,121500,0.610859729,61.09,5400,0.027149321,2.71,72000,0.36199095,36.2,198900,2002,.,.
35,250,2001,0,0,0,109800,0.564814815,56.48,0,0,0,84600,0.435185185,43.52,194400,2002,0,.
35.1,250,2001,0,0,0,145800,0.736363636,73.64,5400,0.027272727,2.73,46800,0.236363636,23.64,198000,2002,.,.
35.2,250,2001,0,0,0,130500,0.665137615,66.51,3600,0.018348624,1.83,62100,0.316513761,31.65,196200,2002,.,.
36,250,2001,0,0,0,112500,0.578703704,57.87,0,0,0,81900,0.421296296,42.13,194400,2002,1,0
37,250,2001,0,0,0,124200,0.630136986,63.01,900,0.00456621,0.46,72000,0.365296804,36.53,197100,2002,0,.
38,250,2001,900,0.004545455,0.45,63000,0.318181818,31.82,2700,0.013636364,1.36,131400,0.663636364,66.36,198000,2002,1,0
38.1,250,2001,0,0,0,108900,0.565420561,56.54,36900,0.191588785,19.16,46800,0.242990654,24.3,192600,2002,.,.
39,250,2001,0,0,0,102600,0.52293578,52.29,0,0,0,93600,0.47706422,47.71,196200,2002,0,.
40,250,2001,0,0,0,110700,0.577464789,57.75,48600,0.253521127,25.35,32400,0.169014085,16.9,191700,2002,0,.
41,250,2001,0,0,0,148500,0.756880734,75.69,8100,0.041284404,4.13,39600,0.201834862,20.18,196200,2002,0,.
41.1,250,2001,0,0,0,70200,0.356164384,35.62,19800,0.100456621,10.05,107100,0.543378995,54.34,197100,2002,.,.
42,250,2001,0,0,0,5400,0.027906977,2.79,2700,0.013953488,1.4,185400,0.958139535,95.81,193500,2002,-1,.
42.1,250,2001,0,0,0,62100,0.313636364,31.36,135900,0.686363636,68.64,0,0,0,198000,2002,.,.
42.2,250,2001,0,0,0,167400,0.953846154,95.38,0,0,0,8100,0.046153846,4.62,175500,2002,.,.
43,250,2001,0,0,0,65700,0.333333333,33.33,39600,0.200913242,20.09,91800,0.465753425,46.58,197100,2002,0,.
44,250,2001,0,0,0,92700,0.481308411,48.13,19800,0.102803738,10.28,80100,0.41588785,41.59,192600,2002,0,.
44.1,250,2001,0,0,0,140400,0.712328767,71.23,11700,0.059360731,5.94,45000,0.228310502,22.83,197100,2002,.,.
45,250,2001,1800,0.00952381,0.95,85500,0.452380952,45.24,9000,0.047619048,4.76,92700,0.49047619,49.05,189000,2002,0,.
45.1,250,2001,0,0,0,85500,0.431818182,43.18,80100,0.404545455,40.45,32400,0.163636364,16.36,198000,2002,.,.
46,250,2001,0,0,0,24300,0.125581395,12.56,53100,0.274418605,27.44,116100,0.6,60,193500,2002,0,.
47,250,2001,0,0,0,29700,0.151376147,15.14,0,0,0,166500,0.848623853,84.86,196200,2002,0,.
48,250,2001,0,0,0,108000,0.547945205,54.79,0,0,0,89100,0.452054795,45.21,197100,2002,0,.
48.1,250,2001,0,0,0,134100,0.680365297,68.04,0,0,0,63000,0.319634703,31.96,197100,2002,.,.
49,250,2001,0,0,0,142200,0.721461187,72.15,22500,0.114155251,11.42,32400,0.164383562,16.44,197100,2002,-1,.
50,250,2001,0,0,0,81000,0.410958904,41.1,900,0.00456621,0.46,115200,0.584474886,58.45,197100,2002,0,.
51,250,2001,0,0,0,141300,0.726851852,72.69,900,0.00462963,0.46,52200,0.268518519,26.85,194400,2002,0,.
52,250,2001,0,0,0,92700,0.481308411,48.13,0,0,0,99900,0.518691589,51.87,192600,2002,-1,.
53,250,2001,0,0,0,72000,0.37037037,37.04,7200,0.037037037,3.7,115200,0.592592593,59.26,194400,2002,0,.
54,250,2001,0,0,0,76500,0.388127854,38.81,5400,0.02739726,2.74,115200,0.584474886,58.45,197100,2002,-1,.
54.1,250,2001,0,0,0,88200,0.457943925,45.79,5400,0.028037383,2.8,99000,0.514018692,51.4,192600,2002,.,.
55,250,2001,0,0,0,133200,0.688372093,68.84,2700,0.013953488,1.4,57600,0.297674419,29.77,193500,2002,0,.
56,250,2001,0,0,0,71100,0.359090909,35.91,2700,0.013636364,1.36,124200,0.627272727,62.73,198000,2002,0,.
57,250,2001,900,0.004545455,0.45,0,0,0,0,0,0,197100,0.995454545,99.55,198000,2002,0,.
57.1,250,2001,0,0,0,197100,1,100,0,0,0,0,0,0,197100,2002,.,.
58,250,2001,0,0,0,107100,0.543378995,54.34,11700,0.059360731,5.94,78300,0.397260274,39.73,197100,2002,-1,.
58.1,250,2001,0,0,0,28800,0.146118721,14.61,8100,0.04109589,4.11,160200,0.812785388,81.28,197100,2002,.,.
58.2,250,2001,0,0,0,26100,0.134259259,13.43,148500,0.763888889,76.39,19800,0.101851852,10.19,194400,2002,.,.
59,250,2001,0,0,0,52200,0.264840183,26.48,27900,0.141552511,14.16,117000,0.593607306,59.36,197100,2002,0,.
59.1,250,2001,0,0,0,27900,0.140909091,14.09,45900,0.231818182,23.18,124200,0.627272727,62.73,198000,2002,.,.
60,250,2001,0,0,0,157500,0.795454545,79.55,18000,0.090909091,9.09,22500,0.113636364,11.36,198000,2002,0,.
61,250,2001,0,0,0,5400,0.02739726,2.74,38700,0.196347032,19.63,153000,0.776255708,77.63,197100,2002,-1,.
61.1,250,2001,0,0,0,45900,0.23943662,23.94,0,0,0,145800,0.76056338,76.06,191700,2002,.,.
61.2,250,2001,0,0,0,128700,0.671361502,67.14,0,0,0,63000,0.328638498,32.86,191700,2002,.,.
62,250,2001,0,0,0,92700,0.476851852,47.69,19800,0.101851852,10.19,81900,0.421296296,42.13,194400,2002,-1,.
62.1,250,2001,900,0.004651163,0.47,15300,0.079069767,7.91,24300,0.125581395,12.56,153000,0.790697674,79.07,193500,2002,.,.
63,250,2001,900,0.00462963,0.46,105300,0.541666667,54.17,18000,0.092592593,9.26,70200,0.361111111,36.11,194400,2002,0,.
64,250,2001,0,0,0,5400,0.027906977,2.79,2700,0.013953488,1.4,185400,0.958139535,95.81,193500,2002,0,.
64.1,250,2001,0,0,0,55800,0.291079812,29.11,134100,0.699530516,69.95,1800,0.009389671,0.94,191700,2002,.,.
65,250,2001,0,0,0,41400,0.209090909,20.91,2700,0.013636364,1.36,153900,0.777272727,77.73,198000,2002,0,.
65.1,250,2001,0,0,0,181800,0.914027149,91.4,900,0.004524887,0.45,16200,0.081447964,8.14,198900,2002,.,.
66,250,2001,0,0,0,130500,0.659090909,65.91,900,0.004545455,0.45,66600,0.336363636,33.64,198000,2002,0,.
67,250,2001,0,0,0,148500,0.760368664,76.04,0,0,0,46800,0.239631336,23.96,195300,2002,0,.
68,250,2001,0,0,0,86400,0.440366972,44.04,9900,0.050458716,5.05,99900,0.509174312,50.92,196200,2002,0,.
68.1,250,2001,0,0,0,156600,0.805555556,80.56,22500,0.115740741,11.57,15300,0.078703704,7.87,194400,2002,.,.
69,250,2001,1800,0.00913242,0.91,46800,0.237442922,23.74,44100,0.223744292,22.37,104400,0.529680365,52.97,197100,2002,0,.
70,250,2001,0,0,0,136800,0.690909091,69.09,26100,0.131818182,13.18,35100,0.177272727,17.73,198000,2002,0,.
70.1,250,2001,900,0.00456621,0.46,17100,0.086757991,8.68,3600,0.01826484,1.83,175500,0.890410959,89.04,197100,2002,.,.
70.2,250,2001,0,0,0,173700,0.881278539,88.13,4500,0.02283105,2.28,18900,0.095890411,9.59,197100,2002,.,.
71,250,2001,0,0,0,125100,0.643518519,64.35,27900,0.143518519,14.35,41400,0.212962963,21.3,194400,2002,0,.
72,250,2001,0,0,0,159300,0.811926606,81.19,8100,0.041284404,4.13,28800,0.146788991,14.68,196200,2002,0,.
72.1,250,2001,0,0,0,16200,0.08411215,8.41,0,0,0,176400,0.91588785,91.59,192600,2002,.,.
72.2,250,2001,9900,0.053140097,5.31,129600,0.695652174,69.57,16200,0.086956522,8.7,30600,0.164251208,16.43,186300,2002,.,.
73,250,2001,0,0,0,148500,0.763888889,76.39,5400,0.027777778,2.78,40500,0.208333333,20.83,194400,2002,0,.
74,250,2001,0,0,0,166500,0.844748858,84.47,14400,0.073059361,7.31,16200,0.082191781,8.22,197100,2002,1,0
75,250,2001,0,0,0,130500,0.662100457,66.21,6300,0.03196347,3.2,60300,0.305936073,30.59,197100,2002,0,.
76,250,2001,0,0,0,148500,0.774647887,77.46,6300,0.03286385,3.29,36900,0.192488263,19.25,191700,2002,1,5
77,250,2001,0,0,0,68400,0.350230415,35.02,10800,0.055299539,5.53,116100,0.594470046,59.45,195300,2002,0,.
78,250,2001,0,0,0,92700,0.470319635,47.03,0,0,0,104400,0.529680365,52.97,197100,2002,-1,.
78.1,250,2001,0,0,0,122400,0.621004566,62.1,900,0.00456621,0.46,73800,0.374429224,37.44,197100,2002,.,.
79,250,2001,0,0,0,125100,0.623318386,62.33,900,0.004484305,0.45,74700,0.372197309,37.22,200700,2002,0,.
79.1,250,2001,0,0,0,154800,0.788990826,78.9,27900,0.142201835,14.22,13500,0.068807339,6.88,196200,2002,.,.
80,250,2001,0,0,0,132300,0.668181818,66.82,41400,0.209090909,20.91,24300,0.122727273,12.27,198000,2002,-1,.
80.1,250,2001,0,0,0,131400,0.663636364,66.36,42300,0.213636364,21.36,24300,0.122727273,12.27,198000,2002,.,.
81,250,2001,0,0,0,112500,0.570776256,57.08,0,0,0,84600,0.429223744,42.92,197100,2002,0,.
81.1,250,2001,0,0,0,25200,0.128440367,12.84,111600,0.568807339,56.88,59400,0.302752294,30.28,196200,2002,.,.
82,250,2001,0,0,0,125100,0.640552995,64.06,4500,0.023041475,2.3,65700,0.33640553,33.64,195300,2002,0,.
83,250,2001,0,0,0,101700,0.533018868,53.3,1800,0.009433962,0.94,87300,0.45754717,45.75,190800,2002,0,.
84,250,2001,0,0,0,157500,0.802752294,80.28,12600,0.064220183,6.42,26100,0.133027523,13.3,196200,2002,1,0
